OPPORTUNITIES BY SALES STAGE



Results

Opportunity Name,Opportunity Amount,Sales Stage,Probability (%),Expected Close Date,assigned user id => Users User Name
"LSR","Rs450,000.00","Closed Won","100.00","17-10-2012","Rahul"
"competent medical","Rs333,000.00","Closed Won","100.00","29-10-2012","Rahul"
"competent medical system","Rs250,000.00","Closed Won","100.00","17-10-2012","Rahul"
"doer medical technologies","Rs42,000.00","Closed Won","100.00","30-06-2012","Rahul"
"Javed Alam","Rs45,000.00","Closed Won","100.00","30-10-2012","Rahul"
"mgi","Rs220,000.00","Closed Won","100.00","31-07-2012","Rahul"
"creative healthcare","Rs35,000.00","Closed Won","100.00","16-06-2012","Rahul"
"H.N Sales","Rs55,000.00","Closed Won","100.00","29-01-2013","Rahul"
"MDD","Rs1,200,000.00","Closed Won","100.00","20-11-2012","Rahul"
"Interior Impact","Rs2,000,000.00","Closed Won","100.00","29-06-2012","Rahul"
"lwf offer","Rs23,570.00","Closed Won","100.00","02-02-2012","Rajib"
"SHIKHAR CHANDI CORPORATION","Rs61,000.00","Closed Won","100.00","25-04-2012","Rajib"
"KEDARMULL BIMAL KUMAR","Rs20,132.00","Closed Won","100.00","14-03-2012","Rajib"
"lwf offer","Rs78,405.60","Closed Won","100.00","06-02-2012","Rajib"
"ewf flooring offer","Rs70,325.90","Closed Won","100.00","31-01-2012","Rajib"
"SHIKHAR CHANDI CORPORATION","Rs226,320.00","Closed Won","100.00","14-03-2012","Rajib"
"dwani interiors","Rs25,000.00","Closed Won","100.00","21-08-2013","Rajiv"
"dwani interiors","Rs37,708.17","Closed Won","100.00","28-09-2012","Rajiv"
"A.R. Barwale","Rs926,390.00","Closed Won","100.00","06-10-2012","Rajiv"
"dwani interiors","Rs6,000.00","Closed Won","100.00","20-10-2012","Rajiv"
"dhwani  interiors","Rs20,000.00","Closed Won","100.00","17-10-2012","Rajiv"
"Shekar Reddy LWF","Rs185,000.00","Closed Won","100.00","25-03-2014","Raju"
"vinyl flooring","Rs250,000.00","Closed Won","100.00","30-03-2012","Raju"
"windstar holidays LWF","Rs153,000.00","Closed Won","100.00","11-07-2013","Raju"
"Sunil Kumar wooden flooring requirement","Rs350,000.00","Closed Won","100.00","25-06-2013","Raju"
"Saji Thomas","Rs10,000.00","Closed Won","100.00","04-02-2012","Raju"
"Leela OWF composite deck flooring","Rs95,000.00","Closed Won","100.00","09-04-2014","Raju"
"west court","Rs200,000.00","Closed Won","100.00","13-07-2012","Raju"
"Geeth -Ashwin-LWF & OWF-","Rs112,000.00","Closed Won","100.00","04-06-2014","Raju"
"RAY INTERIORS & ADVERTISING  -SWF","Rs124,000.00","Closed Won","100.00","16-11-2013","Raju"
"Sanketh LWF","Rs106,000.00","Closed Won","100.00","09-04-2014","Raju"
"Sandeep Khosla profiles","Rs20,000.00","Closed Won","100.00","11-06-2013","Raju"
"VST Tillers Tractors Ltd","Rs39,000.00","Closed Won","100.00","18-04-2014","Raju"
"Mysore hotel Project-Golden tree","Rs35,000.00","Closed Won","100.00","31-03-2012","Raju"
"Leela merbau 3 strips","Rs325,000.00","Closed Won","100.00","15-10-2013","Raju"
"Fortune Enterprises","Rs0.00","Closed Won","100.00","10-10-2012","Raju"
"sandeep khosla","Rs230,000.00","Closed Won","100.00","30-03-2013","Raju"
"Mohan manyata LWF","Rs40,000.00","Closed Won","100.00","16-09-2013","Raju"
"Nidhi&#039;s EWF requirement","Rs100,000.00","Closed Won","100.00","29-08-2013","Raju"
"Manjunath raju","Rs90,000.00","Closed Won","100.00","24-01-2012","Raju"
"Deepak&#039;s SWF,EWF,OWF requirement","Rs700,000.00","Closed Won","100.00","31-07-2012","Raju"
"savannah","Rs30,000.00","Closed Won","100.00","18-02-2014","Raju"
"bhoruka Walnut","Rs598,000.00","Closed Won","100.00","16-04-2014","Raju"
"Rao LWF requirement","Rs12,000.00","Closed Won","100.00","18-03-2013","Raju"
"Vaishnavi Developments additional skirting","Rs5,000.00","Closed Won","100.00","30-06-2014","Raju"
"emc2 creche 1","Rs100,000.00","Closed Won","100.00","02-03-2013","Raju"
"Tejas EWF,Wall tile requirement","Rs290,000.00","Closed Won","100.00","11-12-2013","Raju"
"Mala LWF requirement","Rs26,000.00","Closed Won","100.00","17-11-2012","Raju"
"architect inc LWF for new off requirement","Rs70,000.00","Closed Won","100.00","09-02-2013","Raju"
"Anand (classic) OWF requirement","Rs121,000.00","Closed Won","100.00","14-01-2014","Raju"
"vinod IPE deck Flooring","Rs77,000.00","Closed Won","100.00","13-05-2014","Raju"
"Humming tree LWF","Rs200,000.00","Closed Won","100.00","05-04-2013","Raju"
"Dayand Sagar Institution LWF","Rs52,000.00","Closed Won","100.00","29-05-2014","Raju"
"Brigade WTC requirement","Rs483,000.00","Closed Won","100.00","29-08-2013","Raju"
"chancery hotel t-profile requirement","Rs9,000.00","Closed Won","100.00","20-05-2013","Raju"
"Farah residence LWF","Rs132,000.00","Closed Won","100.00","07-06-2013","Raju"
"lisa LWF","Rs150,000.00","Closed Won","100.00","20-04-2013","Raju"
"Barkha EWF requirement","Rs140,000.00","Closed Won","100.00","12-01-2013","Raju"
"Novel infra self levelling","Rs5,000.00","Closed Won","100.00","28-09-2013","Raju"
"Vaishnavi Developments EWF,LWF","Rs165,000.00","Closed Won","100.00","18-02-2014","Raju"
"Vaishnavi Developments additional profiles","Rs5,000.00","Closed Won","100.00","19-05-2014","Raju"
"Ravi Menon OWF","Rs586,000.00","Closed Won","100.00","22-05-2014","Raju"
"Sowmya sunil","Rs70,000.00","Closed Won","100.00","07-04-2012","Raju"
"suma LWF","Rs37,000.00","Closed Won","100.00","03-06-2013","Raju"
"sunil joshi additional flloring material","Rs180,000.00","Closed Won","100.00","06-03-2014","Raju"
"Vijayalakshmi SWF","Rs139,991.00","Closed Won","100.00","16-12-2013","Raju"
"Divyasree- Free mockup","Rs0.00","Closed Won","100.00","02-04-2014","Raju"
"Chancery mock up","Rs45,000.00","Closed Won","100.00","18-11-2012","Raju"
"chancery pavilion restaurant","Rs408,000.00","Closed Won","100.00","05-08-2013","Raju"
"Manglore outlet","Rs90,000.00","Closed Won","100.00","31-07-2012","Raju"
"vanadana","Rs350,000.00","Closed Won","100.00","10-01-2012","Raju"
"Godrej Platinum mock up requirement","Rs31,000.00","Closed Won","100.00","07-06-2013","Raju"
"Prafful Sarees outlet@ Chennai","Rs50,000.00","Closed Won","100.00","10-10-2012","Raju"
"pinkapple SWF","Rs417,806.00","Closed Won","100.00","13-06-2013","Raju"
"Chancery Final Order","Rs1,300,000.00","Closed Won","100.00","27-09-2013","Raju"
"skirting material","Rs6,000.00","Closed Won","100.00","27-01-2014","Raju"
"Niraj Mittal -- EWF","Rs250,000.00","Closed Won","100.00","20-02-2014","Raju"
"Chancery 60 rooms","Rs2,300,000.00","Closed Won","100.00","06-12-2012","Raju"
"ossa architect new offce -LWF","Rs25,000.00","Closed Won","100.00","02-04-2014","Raju"
"K S mohan OWF requirement","Rs28,000.00","Closed Won","100.00","08-04-2013","Raju"
"Radha Rani EWF requirement","Rs114,000.00","Closed Won","100.00","24-05-2014","Raju"
"LWF requirement","Rs20,000.00","Closed Won","100.00","28-08-2012","Raju"
"Sunil Sastry LWF","Rs27,000.00","Closed Won","100.00","02-07-2014","Raju"
"Naagam Enterprises","Rs11,000.00","Closed Won","100.00","12-09-2013","Raju"
"LWF flooring","Rs46,000.00","Closed Won","100.00","18-11-2012","Raju"
"bohemian","Rs2,500.00","Closed Won","100.00","23-07-2012","Raju"
"Vaswani Vinyl Flooring","Rs850,000.00","Closed Won","100.00","07-12-2012","Raju"
"Sunil Joshi","Rs600,000.00","Closed Won","100.00","12-07-2013","Raju"
"Umesh HSR L/O","Rs42,000.00","Closed Won","100.00","08-05-2013","Raju"
"700 sft LWF requirement","Rs120,000.00","Closed Won","100.00","30-06-2012","Raju"
"Krishnamurthy venkataraman","Rs30,000.00","Closed Won","100.00","11-02-2012","Raju"
"Namrata","Rs100,000.00","Closed Won","100.00","03-11-2012","Raju"
"Vaswani vinyl Flooring --2","Rs55,000.00","Closed Won","100.00","22-06-2013","Raju"
"Molecular connections LWF","Rs56,000.00","Closed Won","100.00","23-05-2013","Raju"
"Embassy boulevard free mock up","Rs0.00","Closed Won","100.00","28-02-2014","Raju"
"gayathri and namith","Rs130,000.00","Closed Won","100.00","15-10-2013","Raju"
"Lokesh Talanki-EWF-Walnut","Rs380,000.00","Closed Won","100.00","04-06-2014","Raju"
"krishna murthy","Rs170,000.00","Closed Won","100.00","31-05-2012","Raju"
"NCC Ltd -  EWF","Rs154,900.00","Closed Won","100.00","19-11-2013","Raju"
"swiss consulate","Rs1,800,000.00","Closed Won","100.00","26-03-2013","Raju"
"Legacy  -- Grass requirement","Rs76,000.00","Closed Won","100.00","27-11-2013","Raju"
"Arvind Narain Kumar profiles","Rs20,000.00","Closed Won","100.00","29-05-2014","Raju"
"Jayashree EWF","Rs500,000.00","Closed Won","100.00","16-12-2013","Raju"
"Jitendranath patri LWF","Rs65,000.00","Closed Won","100.00","09-04-2014","Raju"
"LWF project order","Rs35,774,530.87","Closed Won","100.00","25-04-2014","Raju"
"Arvind Kumar malleshwaram","Rs324,833.00","Closed Won","100.00","03-05-2014","Raju"
"Novel Infra vinyl Flooring","Rs31,000.00","Closed Won","100.00","21-09-2013","Raju"
"namrata Amin OWF","Rs525,000.00","Closed Won","100.00","25-01-2013","Raju"
"Depa (Ritz carlton hotel project)","Rs2,000,000.00","Closed Won","100.00","05-04-2013","Raju"
"Suri menon LWF requirement","Rs70,000.00","Closed Won","100.00","15-01-2013","Raju"
"mantri developers","Rs100,000.00","Closed Won","100.00","15-10-2012","Raju"
"Aqua chem-tech LWF requirement","Rs38,000.00","Closed Won","100.00","17-04-2013","Raju"
"Neela systems Vinyl Flooring","Rs120,000.00","Closed Won","100.00","11-03-2013","Raju"
"Deepak,OWF  1st floor","Rs39,000.00","Closed Won","100.00","19-02-2013","Raju"
"600 sft requirement nitin shirguru","Rs150,000.00","Closed Won","100.00","20-06-2012","Raju"
"MEHTA ENGINEERS & DEVELOPERS-LWF","Rs103,000.00","Closed Won","100.00","28-05-2014","Raju"
"walnut2strips _ alekya homes","Rs64,938.00","Closed Won","100.00","16-02-2012","Ramakrishna"
"bamboo flooring","Rs189,233.00","Closed Won","100.00","29-02-2012","Ramakrishna"
"old world walnut for bedroom 3rd order","Rs50,000.00","Closed Won","100.00","23-07-2013","Ramakrishna"
"oak chestnut ewf","Rs78,200.00","Closed Won","100.00","18-11-2013","Ramakrishna"
"oak caramel requirement","Rs140,000.00","Closed Won","100.00","24-05-2014","Ramakrishna"
"walnut2strips -swf  for alekya homes","Rs64,938.00","Closed Won","100.00","27-12-2011","Ramakrishna"
"hortous oil","Rs8,000.00","Closed Won","100.00","02-05-2012","Ramakrishna"
"american walnut_ewf_krishnamraju","Rs280,000.00","Closed Won","100.00","12-03-2012","Ramakrishna"
"american walnut for hometheater & drawing room","Rs894,534.00","Closed Won","100.00","05-02-2013","Ramakrishna"
"hortous 5 litres oil","Rs12,500.00","Closed Won","100.00","20-05-2014","Ramakrishna"
"ipe decking","Rs99,000.00","Closed Won","100.00","22-07-2013","Ramakrishna"
"ipe long decking","Rs132,000.00","Closed Won","100.00","25-01-2012","Ramakrishna"
"cherry2strip dark extra order","Rs35,864.00","Closed Won","100.00","24-01-2012","Ramakrishna"
"wenge,darkfumes,grey mocha","Rs57,600.00","Closed Won","100.00","25-10-2013","Ramakrishna"
"tile decking & lwf","Rs0.00","Closed Won","100.00","26-11-2012","Ramakrishna"
"monteresso elm requirement","Rs53,000.00","Closed Won","100.00","25-01-2012","Ramakrishna"
"extra one box","Rs2,500.00","Closed Won","100.00","05-06-2013","Ramakrishna"
"hortous oil for meridian promoters","Rs8,000.00","Closed Won","100.00","06-06-2012","Ramakrishna"
"owf for palm medows","Rs115,000.00","Closed Won","100.00","23-11-2012","Ramakrishna"
"mocha, waltz, heritage for vizag","Rs197,000.00","Closed Won","100.00","25-09-2012","Ramakrishna"
"grey mocha for meenakshi towers","Rs165,000.00","Closed Won","100.00","27-04-2013","Ramakrishna"
"sports flooring for club house","Rs166,000.00","Closed Won","100.00","11-06-2014","Ramakrishna"
"walnut  @ bheemavaram","Rs400,000.00","Closed Won","100.00","15-03-2014","Ramakrishna"
"walnut12mm & ipe decking","Rs206,000.00","Closed Won","100.00","30-05-2013","Ramakrishna"
"ipe antiskid tile","Rs20,000.00","Closed Won","100.00","03-04-2013","Ramakrishna"
"extra 1box","Rs4,000.00","Closed Won","100.00","12-02-2013","Ramakrishna"
"wooden decking & lwf","Rs393,494.00","Closed Won","100.00","24-12-2012","Ramakrishna"
"aczzent excellence 80_ green pixel","Rs237,000.00","Closed Won","100.00","19-05-2012","Ramakrishna"
"lwf requirement for hometheater","Rs45,894.00","Closed Won","100.00","17-01-2014","Ramakrishna"
"old world walnut","Rs150,000.00","Closed Won","100.00","06-11-2012","Ramakrishna"
"ipe decking for gate","Rs33,500.00","Closed Won","100.00","25-11-2013","Ramakrishna"
"mocha scherwood oak","Rs29,314.00","Closed Won","100.00","22-11-2012","Ramakrishna"
"patchwork latte_childrens bedroom","Rs55,000.00","Closed Won","100.00","04-07-2012","Ramakrishna"
"coconut chips for chagallu","Rs31,000.00","Closed Won","100.00","27-09-2013","Ramakrishna"
"old walnut & deep honey oak","Rs102,361.00","Closed Won","100.00","26-06-2013","Ramakrishna"
"merbau & amzan jatoba","Rs190,000.00","Closed Won","100.00","14-05-2013","Ramakrishna"
"oldworld walnut","Rs395,000.00","Closed Won","100.00","30-12-2011","Ramakrishna"
"old world walnut - lwf","Rs338,697.50","Closed Won","100.00","10-02-2012","Ramakrishna"
"heritage walnut_lwf","Rs5,000.00","Closed Won","100.00","26-09-2012","Ramakrishna"
"extra3boxes","Rs10,000.00","Closed Won","100.00","19-03-2013","Ramakrishna"
"decking oil","Rs8,000.00","Closed Won","100.00","21-05-2013","Ramakrishna"
"Basics Walnut","Rs0.00","Closed Won","100.00","30-08-2013","Ramakrishna"
"merbau@ lodha bellezza","Rs137,000.00","Closed Won","100.00","22-10-2013","Ramakrishna"
"laminate requirement","Rs54,000.00","Closed Won","100.00","04-07-2012","Ramakrishna"
"laminate requirement for showroom","Rs386,000.00","Closed Won","100.00","01-10-2013","Ramakrishna"
"jatoba basics quote","Rs220,000.00","Closed Won","100.00","28-02-2014","Ramakrishna"
"sapeleplank@ewf","Rs14,500.00","Closed Won","100.00","28-11-2012","Ramakrishna"
"saddle brown","Rs57,070.00","Closed Won","100.00","24-12-2012","Ramakrishna"
"smoked oak & scarlet oak","Rs0.00","Closed Won","100.00","05-07-2012","Ramakrishna"
"burma teak","Rs71,000.00","Closed Won","100.00","07-01-2012","Ramakrishna"
"americanwalnutswf&decking tile","Rs285,000.00","Closed Won","100.00","03-12-2013","Ramakrishna"
"oak plank -swf","Rs167,000.00","Closed Won","100.00","23-02-2012","Ramakrishna"
"deep honey oak","Rs32,000.00","Closed Won","100.00","01-10-2012","Ramakrishna"
"LWF - House","Rs52,000.00","Closed Won","100.00","21-01-2012","Ramakrishna"
"infinite walnut for vizag","Rs25,000.00","Closed Won","100.00","16-05-2013","Ramakrishna"
"walnut for masters bedroom","Rs292,000.00","Closed Won","100.00","28-09-2013","Ramakrishna"
"canon beach &  cherry2stip dark","Rs89,068.00","Closed Won","100.00","10-01-2012","Ramakrishna"
"ipe smooth","Rs70,500.00","Closed Won","100.00","29-10-2013","Ramakrishna"
"wooden flooring for one bedroom","Rs46,703.00","Closed Won","100.00","29-02-2012","Ramakrishna"
"cosy832 brushed oak","Rs44,000.00","Closed Won","100.00","19-02-2014","Ramakrishna"
"bamooflooring","Rs44,803.00","Closed Won","100.00","03-03-2012","Ramakrishna"
"merbau3stripsewf","Rs141,737.00","Closed Won","100.00","05-10-2013","Ramakrishna"
"composite decking extra","Rs78,334.00","Closed Won","100.00","28-12-2012","Ramakrishna"
"sridhar ecil _ewf","Rs221,583.00","Closed Won","100.00","23-12-2011","Ramakrishna"
"ewf & laminate","Rs250,000.00","Closed Won","100.00","10-07-2013","Ramakrishna"
"lwf & ewf requirement","Rs100,000.00","Closed Won","100.00","21-04-2014","Ramakrishna"
"tuscany oak & oak cognace","Rs302,278.00","Closed Won","100.00","22-11-2012","Ramakrishna"
"dark fumes Oak @ alekya office","Rs29,610.00","Closed Won","100.00","29-03-2014","Ramakrishna"
"sovergin maple for hometheater","Rs55,000.00","Closed Won","100.00","15-04-2014","Ramakrishna"
"old world walnut _lwf_Uppal Site","Rs55,000.00","Closed Won","100.00","04-02-2012","Ramakrishna"
"eclipse sd & standard","Rs438,787.00","Closed Won","100.00","14-09-2013","Ramakrishna"
"Grey mocha scherwood oak for vizag","Rs37,000.00","Closed Won","100.00","07-01-2012","Ramakrishna"
"wooden & sports requirement","Rs500,000.00","Closed Won","100.00","21-01-2014","Ramakrishna"
"american walnut & ipe smooth","Rs310,578.00","Closed Won","100.00","06-06-2012","Ramakrishna"
"extra cappucino @durga bhavani","Rs63,338.00","Closed Won","100.00","29-03-2014","Ramakrishna"
"herring bone_cofee oak","Rs160,000.00","Closed Won","100.00","01-08-2012","Ramakrishna"
"ipe smooth decking","Rs274,150.00","Closed Won","100.00","22-11-2012","Ramakrishna"
"extra one box","Rs4,000.00","Closed Won","100.00","05-11-2013","Ramakrishna"
"lwf & ipe for nellore","Rs90,000.00","Closed Won","100.00","18-08-2012","Ramakrishna"
"decking requirement","Rs168,000.00","Closed Won","100.00","27-06-2013","Ramakrishna"
"g.f decking","Rs38,000.00","Closed Won","100.00","27-12-2013","Ramakrishna"
"artificial turf & decking enquiry","Rs195,000.00","Closed Won","100.00","23-08-2013","Ramakrishna"
"optima864@marstelecom","Rs174,724.00","Closed Won","100.00","22-08-2013","Ramakrishna"
"grey mocha for hometheater","Rs77,824.00","Closed Won","100.00","07-03-2013","Ramakrishna"
"bravo -walntu & waltz - rosewood","Rs50,000.00","Closed Won","100.00","07-01-2012","Ramakrishna"
"amazonian jatoba-lwf","Rs150,000.00","Closed Won","100.00","23-06-2012","Ramakrishna"
"oak classic@6.5mm","Rs224,000.00","Closed Won","100.00","19-03-2014","Ramakrishna"
"Laminate & Decking","Rs208,000.00","Closed Won","100.00","12-03-2013","Ramakrishna"
"ipedeck,cappucino,grey sports for durga bhavani","Rs410,000.00","Closed Won","100.00","26-02-2014","Ramakrishna"
"composite decking","Rs18,500.00","Closed Won","100.00","12-03-2012","Ramakrishna"
"outdoor decking for interior","Rs74,711.00","Closed Won","100.00","07-02-2013","Ramakrishna"
"tuscany oak @ hometheater","Rs166,000.00","Closed Won","100.00","02-07-2014","Ramakrishna"
"lwf requirement","Rs110,000.00","Closed Won","100.00","22-03-2012","Ramakrishna"
"amercanwalnt_ewf_ krishnam raju site","Rs279,398.00","Closed Won","100.00","23-02-2012","Ramakrishna"
"lwf flooring","Rs52,661.00","Closed Won","100.00","04-05-2013","Ramakrishna"
"extra 8boxes@gopalreddy","Rs25,336.00","Closed Won","100.00","30-11-2012","Ramakrishna"
"Basics Walnut","Rs69,801.00","Closed Won","100.00","30-08-2013","Ramakrishna"
"sapele12mm plank@dressing room","Rs34,000.00","Closed Won","100.00","10-03-2014","Ramakrishna"
"ewf,lwf,sports@palakollu","Rs525,430.00","Closed Won","100.00","24-07-2014","Ramakrishna"
"oldworldwalnut","Rs50,000.00","Closed Won","100.00","14-03-2013","Ramakrishna"
"americanwalnut&oldworld walnut","Rs615,000.00","Closed Won","100.00","19-06-2014","Ramakrishna"
"lwf requirement in meenakshi infrastructure","Rs170,000.00","Closed Won","100.00","29-03-2012","Ramakrishna"
"wenge for greenscene","Rs0.00","Closed Won","100.00","21-09-2013","Ramakrishna"
"oldworldwalnut","Rs100,000.00","Closed Won","100.00","08-12-2012","Ramakrishna"
"Laminate & Decking","Rs480,059.00","Closed Won","100.00","16-02-2013","Ramakrishna"
"owf_hortous _smooth","Rs103,000.00","Closed Won","100.00","23-03-2012","Ramakrishna"
"oak cognac 2boxes & accessories","Rs40,000.00","Closed Won","100.00","23-03-2013","Ramakrishna"
"extra accessories","Rs3,000.00","Closed Won","100.00","22-05-2014","Ramakrishna"
"palm decking","Rs70,000.00","Closed Won","100.00","24-04-2012","Ramakrishna"
"american walnut & coloniol cherry","Rs335,000.00","Closed Won","100.00","26-05-2012","Ramakrishna"
"mocha sherwood oak","Rs28,000.00","Closed Won","100.00","07-04-2014","Ramakrishna"
"extra order of composite deck","Rs54,143.00","Closed Won","100.00","29-03-2014","Ramakrishna"
"laminate enquiry","Rs43,934.00","Closed Won","100.00","13-02-2014","Ramakrishna"
"bhavya constructions","Rs583,000.00","Closed Won","100.00","06-07-2012","Ramakrishna"
"sports&lwf","Rs1,800,000.00","Closed Won","100.00","28-08-2013","Ramakrishna"
"cherry2stripdark 2boxes","Rs4,500.00","Closed Won","100.00","07-11-2012","Ramakrishna"
"old world walnut@ extra","Rs35,500.00","Closed Won","100.00","11-06-2014","Ramakrishna"
"oldworld walnut","Rs46,000.00","Closed Won","100.00","26-01-2012","Ramakrishna"
"optima864 extra","Rs22,000.00","Closed Won","100.00","27-08-2013","Ramakrishna"
"merbau basics","Rs63,000.00","Closed Won","100.00","22-02-2013","Ramakrishna"
"sapele3strips","Rs103,054.00","Closed Won","100.00","12-07-2013","Ramakrishna"
"wooden flooring for temple towers","Rs57,000.00","Closed Won","100.00","26-05-2014","Ramakrishna"
"IPE DECK","Rs73,000.00","Closed Won","100.00","22-03-2014","Ramakrishna"
"church lwf @ venkob chicken","Rs72,890.00","Closed Won","100.00","12-07-2014","Ramakrishna"
"swf 	lwf requirement","Rs111,000.00","Closed Won","100.00","30-12-2011","Ramakrishna"
"eclipse sd for server room","Rs93,000.00","Closed Won","100.00","08-08-2013","Ramakrishna"
"jatabo basics for cafteria","Rs38,764.00","Closed Won","100.00","02-07-2014","Ramakrishna"
"mocha sherwood oak & tapiflex","Rs337,000.00","Closed Won","100.00","06-07-2012","Ramakrishna"
"tobacco sherwood oak for chattisgarh project","Rs261,398.00","Closed Won","100.00","12-07-2012","Ramakrishna"
"heritage chest nut 12mm","Rs98,000.00","Closed Won","100.00","10-01-2014","Ramakrishna"
"composited decking & artificial turf","Rs127,644.00","Closed Won","100.00","27-04-2013","Ramakrishna"
"composite wenge deck for elevation","Rs560,000.00","Closed Won","100.00","31-05-2014","Ramakrishna"
"deep honey oak extra material","Rs28,463.00","Closed Won","100.00","25-10-2012","Ramakrishna"
"basics lwf @sankeerth reddy","Rs93,379.00","Closed Won","100.00","02-07-2014","Ramakrishna"
"extra skirting","Rs7,000.00","Closed Won","100.00","19-04-2014","Ramakrishna"
"smoked Oak 3 boxes","Rs9,981.00","Closed Won","100.00","14-12-2012","Ramakrishna"
"composite decking","Rs239,000.00","Closed Won","100.00","06-12-2013","Ramakrishna"
"revelation soft cinammon oak","Rs56,000.00","Closed Won","100.00","04-05-2012","Ramakrishna"
"composite wenge","Rs48,000.00","Closed Won","100.00","17-05-2013","Ramakrishna"
"basicsteak@luckymedia","Rs29,361.00","Closed Won","100.00","26-11-2012","Ramakrishna"
"heritage chestnut","Rs65,575.00","Closed Won","100.00","04-05-2013","Ramakrishna"
"BOQ -Cisco -","Rs250,000.00","Closed Won","100.00","31-05-2013","Ramesh"
"Sobha Developers","Rs3,000.00","Closed Won","100.00","29-11-2012","Ramesh"
"Plan A- Office","Rs2,000.00","Closed Won","100.00","20-08-2012","Ramesh"
"Cisco - Coffee Herringbone","Rs350,000.00","Closed Won","100.00","31-05-2013","Ramesh"
"Shell India Market Pvt. Ltd.","Rs527,908.32","Closed Won","100.00","22-11-2012","Ramesh"
"Samsung","Rs10,771.00","Closed Won","100.00","18-06-2012","Ramesh"
"G2","Rs90,000.00","Closed Won","100.00","26-07-2012","Ramesh"
"Artizen Pvt LTD","Rs550,000.00","Closed Won","100.00","24-03-2012","Ramesh"
"Dr Seema Rani & Dr Channakeshava","Rs1,000.00","Closed Won","100.00","18-04-2012","Ramesh"
"KVR Constructions","Rs350,000.00","Closed Won","100.00","06-11-2012","Ramesh"
"Think Design Architecture & Interiors","Rs10,300.00","Closed Won","100.00","22-03-2012","Ramesh"
"Munjunath","Rs150,000.00","Closed Won","100.00","31-12-2011","Ramesh"
"Pradeep Kulkarni","Rs50,000.00","Closed Won","100.00","29-11-2012","Ramesh"
"Amazon Hyderabad-Step","Rs60,000.00","Closed Won","100.00","14-08-2013","Ramesh"
"Nvidia Graphics Pvt Ltd","Rs65,000.00","Closed Won","100.00","28-07-2012","Ramesh"
"Kiran Commercial Watches","Rs120,000.00","Closed Won","100.00","06-06-2012","Ramesh"
"Titan Industries Lmited","Rs90,000.00","Closed Won","100.00","16-05-2012","Ramesh"
"Titan Industries Limited","Rs830,000.00","Closed Won","100.00","16-05-2012","Ramesh"
"Geltec","Rs200,000.00","Closed Won","100.00","31-05-2012","Ramesh"
"Manipal Hospital,Goa","Rs0.00","Closed Won","100.00","04-04-2013","Ramesh"
"Dr Seema Rani & Dr Channakeshava","Rs137,000.00","Closed Won","100.00","10-01-2012","Ramesh"
"Solis Ventures","Rs110,000.00","Closed Won","100.00","15-02-2012","Ramesh"
"Nadig Jiten + Partners","Rs70,000.00","Closed Won","100.00","14-02-2012","Ramesh"
"Exotic Interiors","Rs350,000.00","Closed Won","100.00","08-03-2012","Ramesh"
"Happy Times-World of Titans","Rs125,000.00","Closed Won","100.00","11-08-2012","Ramesh"
"NetApp India Private Limited","Rs360,000.00","Closed Won","100.00","30-04-2012","Ramesh"
"Zimson Trading Private Limited","Rs45,000.00","Closed Won","100.00","20-06-2012","Ramesh"
"Plan A designtec Solutions pvt Ltd","Rs30,000.00","Closed Won","100.00","12-04-2012","Ramesh"
"Om Sai Intex","Rs10,000.00","Closed Won","100.00","25-02-2012","Ramesh"
"Nephrolife Care (India)Pvt Ltd","Rs40,000.00","Closed Won","100.00","05-01-2012","Ramesh"
"Acuitic Consulting Engineers-Oxford","Rs66,000.00","Closed Won","100.00","09-05-2013","Ramesh"
"Artizen Pvt LTD","Rs550,000.00","Closed Won","100.00","29-11-2012","Ramesh"
"Fortis Hospitals Limited","Rs350,000.00","Closed Won","100.00","29-02-2012","Ramesh"
"Infosys Limited-Breakout Areas","Rs1,500,000.00","Closed Won","100.00","04-04-2013","Ramesh"
"Crystal Times &Arts Private Limited","Rs120,000.00","Closed Won","100.00","15-05-2012","Ramesh"
"Onyx Enterprises","Rs90,000.00","Closed Won","100.00","21-05-2012","Ramesh"
"Magnasoft-BoardRoom","Rs101,000.00","Closed Won","100.00","09-10-2013","Ramesh"
"Time & Vision","Rs120,000.00","Closed Won","100.00","11-05-2012","Ramesh"
"Spring Mount Public School","Rs375,000.00","Closed Won","100.00","23-04-2013","Ramesh"
"Nephrolifecare India Pvt LTd","Rs275,000.00","Closed Won","100.00","29-11-2012","Ramesh"
"Habsigudda","Rs90,000.00","Closed Won","100.00","08-09-2012","Ramesh"
"Pradeep Residence","Rs27,621.29","Closed Won","100.00","10-12-2011","Ramesh"
"Metallic & Wooden Accessories","Rs150,000.00","Closed Won","100.00","23-05-2013","Ramesh"
"Lab furniture Systems India Pvt. Ltd","Rs300,000.00","Closed Won","100.00","03-08-2012","Ramesh"
"Pratik Art Interiors Pvt Ltd","Rs51,000.00","Closed Won","100.00","29-11-2012","Ramesh"
"Fortis Hospital Limited","Rs65,000.00","Closed Won","100.00","26-03-2012","Ramesh"
"Munjunath","Rs60,000.00","Closed Won","100.00","24-11-2011","Ramesh"
"Nephrolifecare India Pvt LTd","Rs4,000.00","Closed Won","100.00","13-03-2012","Ramesh"
"Aveksha Multispeciality Hospital","Rs0.00","Closed Won","100.00","11-08-2012","Ramesh"
